ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0553474286,The Horse Whisperer,Nicholas Evans,1995,Random House Audio,http://images.amazon.com/images/P/0553474286.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553474286.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553474286.01.LZZZZZZZ.jpg
0671582321,Ashes to Ashes,Tami Hoag,1999,Audioworks,http://images.amazon.com/images/P/0671582321.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671582321.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671582321.01.LZZZZZZZ.jpg
0312864035,The Gift,Patrick O'Leary,1998,Tor Books,http://images.amazon.com/images/P/0312864035.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312864035.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312864035.01.LZZZZZZZ.jpg
0671043080,Jewel,Bret Lott,1999,Audioworks,http://images.amazon.com/images/P/0671043080.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671043080.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671043080.01.LZZZZZZZ.jpg
0553199439,The Bourne Ultimatum,Robert Ludlum,1991,Bantam Books,http://images.amazon.com/images/P/0553199439.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553199439.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553199439.01.LZZZZZZZ.jpg
0394570480,Daddy,Loup Durand,1988,Random House Inc,http://images.amazon.com/images/P/0394570480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394570480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394570480.01.LZZZZZZZ.jpg
044661405X,The Wedding,Nicholas Sparks,2004,Warner,http://images.amazon.com/images/P/044661405X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044661405X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044661405X.01.LZZZZZZZ.jpg
0553115715,Bittersweet,Janis Flores,1978,Bantam Books,http://images.amazon.com/images/P/0553115715.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553115715.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553115715.01.LZZZZZZZ.jpg
0739301047,Blessings,Anna Quindlen,2002,Random House Audio Publishing Group,http://images.amazon.com/images/P/0739301047.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739301047.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739301047.01.LZZZZZZZ.jpg
1586214055,Four Blind Mice,James Patterson,2002,Time Warner Audio Major,http://images.amazon.com/images/P/1586214055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1586214055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1586214055.01.LZZZZZZZ.jpg
B00006JO6O,The Last Precinct,Patricia Daniels Cornwell,2000,Putnam Pub Group,http://images.amazon.com/images/P/B00006JO6O.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/B00006JO6O.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/B00006JO6O.01.LZZZZZZZ.jpg
0553528653,Tell No One,Harlan Coben,2001,Random House Audio Publishing Group,http://images.amazon.com/images/P/0553528653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553528653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553528653.01.LZZZZZZZ.jpg
0811842444,Wanderlust,Troy M. Litten,2004,Chronicle Books,http://images.amazon.com/images/P/0811842444.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811842444.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811842444.01.LZZZZZZZ.jpg
0785764836,Insomnia,Stephen King,1999,Sagebrush Bound,http://images.amazon.com/images/P/0785764836.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785764836.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785764836.01.LZZZZZZZ.jpg
067976402x,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA,http://images.amazon.com/images/P/067976402X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067976402X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067976402X.01.LZZZZZZZ.jpg
0804830363,Bittersweet,Leslie Li,1994,Tuttle Publishing,http://images.amazon.com/images/P/0804830363.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804830363.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804830363.01.LZZZZZZZ.jpg
1565122054,Ellen Foster,Kaye Gibbons,1997,Algonquin Books of Chapel Hill,http://images.amazon.com/images/P/1565122054.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565122054.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1565122054.01.LZZZZZZZ.jpg
030703979X,Jurassic Park,Golden Books,1993,Golden Books,http://images.amazon.com/images/P/030703979X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/030703979X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/030703979X.01.LZZZZZZZ.jpg
0553264850,Red Dragon,Thomas Harris,1986,Bantam Books,http://images.amazon.com/images/P/0553264850.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553264850.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553264850.01.LZZZZZZZ.jpg
0345274318,Fahrenheit 451,Bradbury,1977,Not Avail,http://images.amazon.com/images/P/0345274318.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345274318.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345274318.01.LZZZZZZZ.jpg
1852865024,Jurassic Park,Walter Simonson,1993,Titan Books,http://images.amazon.com/images/P/1852865024.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1852865024.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1852865024.01.LZZZZZZZ.jpg
1855494892,The Lost World,Arthur Conan Doyle,2001,BBC Consumer Publishing,http://images.amazon.com/images/P/1855494892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1855494892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1855494892.01.LZZZZZZZ.jpg
0671047876,Before I Say Good-Bye,Mary Higgins Clark,2000,Audioworks,http://images.amazon.com/images/P/0671047876.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671047876.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671047876.01.LZZZZZZZ.jpg
0425162028,Phantoms,Dean R. Koontz,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425162028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425162028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425162028.01.LZZZZZZZ.jpg
2226036733,Misery,Stephen King,2000,Albin Michel,http://images.amazon.com/images/P/2226036733.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2226036733.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2226036733.01.LZZZZZZZ.jpg
1402505272,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,2001,Recorded Books,http://images.amazon.com/images/P/1402505272.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1402505272.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1402505272.01.LZZZZZZZ.jpg
0785799540,The Stone Diaries,Carol Shields,1999,Sagebrush Bound,http://images.amazon.com/images/P/0785799540.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785799540.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785799540.01.LZZZZZZZ.jpg
0843930187,Sanctuary,Joseph P. Desario,1991,Leisure Books,http://images.amazon.com/images/P/0843930187.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843930187.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843930187.01.LZZZZZZZ.jpg
0892438770,The Promise,Luane Roche,1996,Liguori Publications,http://images.amazon.com/images/P/0892438770.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0892438770.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0892438770.01.LZZZZZZZ.jpg
0843945656,The Switch,Lynsay Sands,1999,Leisure Books,http://images.amazon.com/images/P/0843945656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843945656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843945656.01.LZZZZZZZ.jpg
B0000T6KHI,Three Fates,Nora Roberts,2002,Putnam Pub Group,http://images.amazon.com/images/P/B0000T6KHI.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/B0000T6KHI.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/B0000T6KHI.01.LZZZZZZZ.jpg
0395082560,"The Return of the King (The Lord of the Rings, Part 3)",J. R. R. Tolkien,1988,Houghton Mifflin Co,http://images.amazon.com/images/P/0395082560.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395082560.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395082560.01.LZZZZZZZ.jpg
0679458174,Silent Witness,Richard North Patterson,1997,Random House Audio,http://images.amazon.com/images/P/0679458174.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679458174.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679458174.01.LZZZZZZZ.jpg
0694519405,I Know This Much Is True,Wally Lamb,1998,ReganBooks,http://images.amazon.com/images/P/0694519405.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0694519405.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0694519405.01.LZZZZZZZ.jpg
0451520750,Pride and Prejudice,Jane Austen,1961,Signet Book,http://images.amazon.com/images/P/0451520750.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451520750.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451520750.01.LZZZZZZZ.jpg
2266005669,Jurassic Park,Michael Crichton,1994,Distribooks Inc,http://images.amazon.com/images/P/2266005669.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2266005669.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2266005669.01.LZZZZZZZ.jpg
1572701137,Rebecca,Daphne Du Maurier,1999,Audio Partners,http://images.amazon.com/images/P/1572701137.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1572701137.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1572701137.01.LZZZZZZZ.jpg
1551661780,Night Whispers,Lynn Erickson,1996,Mira,http://images.amazon.com/images/P/1551661780.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551661780.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551661780.01.LZZZZZZZ.jpg
B00009NDAN,Winter Solstice,Rosamunde Pilcher,2000,St. Martin's Press,http://images.amazon.com/images/P/B00009NDAN.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/B00009NDAN.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/B00009NDAN.01.LZZZZZZZ.jpg
0590407201,The Secret Garden,Frances Hodgson Burnett,1987,Scholastic,http://images.amazon.com/images/P/0590407201.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590407201.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590407201.01.LZZZZZZZ.jpg
0446693332,The Wedding,Nicholas Sparks,2004,Warner Books,http://images.amazon.com/images/P/0446693332.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446693332.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446693332.01.LZZZZZZZ.jpg
0764225103,Sanctuary,Beverly Lewis,2001,Bethany House Publishers,http://images.amazon.com/images/P/0764225103.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764225103.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0764225103.01.LZZZZZZZ.jpg
0385471440,The Wedding,Dorothy West,1996,Anchor,http://images.amazon.com/images/P/0385471440.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385471440.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385471440.01.LZZZZZZZ.jpg
055338001X,I Know Why the Caged Bird Sings,MAYA ANGELOU,1997,Bantam,http://images.amazon.com/images/P/055338001X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055338001X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055338001X.01.LZZZZZZZ.jpg
0850919649,Dreamcatcher,Jen McVeity,2000,Lothian Pub Co,http://images.amazon.com/images/P/0850919649.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0850919649.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0850919649.01.LZZZZZZZ.jpg
0882330918,Envy,Iurii Karlovich Olesha,1979,Ardis Publishers,http://images.amazon.com/images/P/0882330918.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0882330918.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0882330918.01.LZZZZZZZ.jpg
0060541830,Congo,Michael Crichton,2003,Avon Books,http://images.amazon.com/images/P/0060541830.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060541830.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060541830.01.LZZZZZZZ.jpg
0375408266,The Reader,Bernhard Schlink,1999,Vintage Books USA,http://images.amazon.com/images/P/0375408266.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375408266.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375408266.01.LZZZZZZZ.jpg
0553237799,I Know Why the Caged Bird Sings,Maya Angelou,1983,Bantam Books,http://images.amazon.com/images/P/0553237799.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553237799.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553237799.01.LZZZZZZZ.jpg
0821759167,The Gift,Constance O'Day-Flannery,1998,Zebra Books,http://images.amazon.com/images/P/0821759167.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821759167.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821759167.01.LZZZZZZZ.jpg
0843950382,Dangerous,Debra Dier,2002,Leisure Books,http://images.amazon.com/images/P/0843950382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843950382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843950382.01.LZZZZZZZ.jpg
1587886936,Three Fates,Nora Roberts,2002,Brilliance Audio,http://images.amazon.com/images/P/1587886936.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1587886936.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1587886936.01.LZZZZZZZ.jpg
0446692638,Along Came a Spider (Alex Cross Novels),James Patterson,2003,Warner Books,http://images.amazon.com/images/P/0446692638.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446692638.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446692638.01.LZZZZZZZ.jpg
0671010387,We'll Meet Again,Mary Higgins Clark,2000,Simon &amp; Schuster (Trade Division),http://images.amazon.com/images/P/0671010387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671010387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671010387.01.LZZZZZZZ.jpg
2266105329,Accident,Danielle Steel,2001,Pocket,http://images.amazon.com/images/P/2266105329.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2266105329.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2266105329.01.LZZZZZZZ.jpg
044021145x,The Firm,John Grisham,1992,Bantam Dell Publishing Group,http://images.amazon.com/images/P/044021145X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044021145X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044021145X.01.LZZZZZZZ.jpg
006101351x,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998,HarperTorch,http://images.amazon.com/images/P/006101351X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006101351X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006101351X.01.LZZZZZZZ.jpg
0060958324,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,Robert M. Pirsig,2000,Perennial,http://images.amazon.com/images/P/0060958324.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060958324.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060958324.01.LZZZZZZZ.jpg
B00009EF82,Hannibal,Thomas Harris,1999,Delacorte Press,http://images.amazon.com/images/P/B00009EF82.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/B00009EF82.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/B00009EF82.01.LZZZZZZZ.jpg
0618346279,"The Return of the King (The Lord of the Rings, Part 3)",J. R. R. Tolkien,2003,Houghton Mifflin Company,http://images.amazon.com/images/P/0618346279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618346279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618346279.01.LZZZZZZZ.jpg
0739420704,Isle of Dogs,Patricia Cornwell,2001,G. P. Putnam's Sons,http://images.amazon.com/images/P/0739420704.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739420704.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739420704.01.LZZZZZZZ.jpg
068419337x,SHIPPING NEWS,Annie Proulx,1993,Scribner,http://images.amazon.com/images/P/068419337X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068419337X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068419337X.01.LZZZZZZZ.jpg
0151072558,Animal Farm,George Orwell,1990,Harcourt,http://images.amazon.com/images/P/0151072558.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151072558.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151072558.01.LZZZZZZZ.jpg
068484267x,Angela's Ashes: A Memoir,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/068484267X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068484267X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068484267X.01.LZZZZZZZ.jpg
0060584750,Mystic River,Dennis Lehane,2003,Perennial Dark Alley,http://images.amazon.com/images/P/0060584750.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060584750.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060584750.01.LZZZZZZZ.jpg
0613064054,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1999,Sagebrush Bound,http://images.amazon.com/images/P/0613064054.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0613064054.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0613064054.01.LZZZZZZZ.jpg
1590400364,The Hundred Secret Senses,Amy Tan,2001,Phoenix Audio,http://images.amazon.com/images/P/1590400364.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1590400364.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1590400364.01.LZZZZZZZ.jpg
0553477706,The Wedding,Danielle Steel,2000,Random House Audio Publishing Group,http://images.amazon.com/images/P/0553477706.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553477706.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553477706.01.LZZZZZZZ.jpg
0446677124,The Burden of Proof,Scott Turow,2000,Warner Books,http://images.amazon.com/images/P/0446677124.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446677124.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446677124.01.LZZZZZZZ.jpg
B00007CWQC,The Villa,Nora Roberts,2001,Putnam Pub Group,http://images.amazon.com/images/P/B00007CWQC.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/B00007CWQC.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/B00007CWQC.01.LZZZZZZZ.jpg
0399124470,Bittersweet,Susan Strasberg,1980,Putnam Pub Group,http://images.amazon.com/images/P/0399124470.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399124470.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399124470.01.LZZZZZZZ.jpg
0895771594,Wuthering Heights,Emily Bronte,1982,Readers Digest Assn,http://images.amazon.com/images/P/0895771594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0895771594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0895771594.01.LZZZZZZZ.jpg
039914823X,How to Be Good,Nick Hornby,2001,Putnam Adult,http://images.amazon.com/images/P/039914823X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039914823X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039914823X.01.LZZZZZZZ.jpg
0374181136,Flesh and Blood,Michael Cunningham,1995,Farrar Straus &amp; Giroux,http://images.amazon.com/images/P/0374181136.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374181136.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374181136.01.LZZZZZZZ.jpg
0440208319,The Switch,Elmore Leonard,1990,Dell,http://images.amazon.com/images/P/0440208319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440208319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440208319.01.LZZZZZZZ.jpg
0743532430,The Switch,Sandra Brown,2003,Encore,http://images.amazon.com/images/P/0743532430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743532430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743532430.01.LZZZZZZZ.jpg
0898041481,Scarlet Feather,Joan Grant,1990,Ariel Press,http://images.amazon.com/images/P/0898041481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0898041481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0898041481.01.LZZZZZZZ.jpg
1569874115,The Secret Garden,Frances Hodgson Burnett,0,Landoll,http://images.amazon.com/images/P/1569874115.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1569874115.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1569874115.01.LZZZZZZZ.jpg
1571740325,Bittersweet,Mary Summer Rain,1995,Hampton Roads Publishing Company,http://images.amazon.com/images/P/1571740325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1571740325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1571740325.01.LZZZZZZZ.jpg
0451519000,Animal Farm,George Orwell,1956,Penguin Putnam~mass,http://images.amazon.com/images/P/0451519000.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451519000.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451519000.01.LZZZZZZZ.jpg
0394578260,Journey,James A. Michener,1989,Random House Inc,http://images.amazon.com/images/P/0394578260.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394578260.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394578260.01.LZZZZZZZ.jpg
0446393452,Paradise,Elena Castedo,1991,Warner Books,http://images.amazon.com/images/P/0446393452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446393452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446393452.01.LZZZZZZZ.jpg
080410526x,All I Really Need to Know,ROBERT FULGHUM,1989,Ivy Books,http://images.amazon.com/images/P/080410526X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080410526X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080410526X.01.LZZZZZZZ.jpg
0679423664,"Girl, Interrupted",Susanna Kaysen,1993,Turtle Bay Books,http://images.amazon.com/images/P/0679423664.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679423664.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679423664.01.LZZZZZZZ.jpg
0590471015,Silent Witness,Carol Ellis,1994,Scholastic Paperbacks (Mm),http://images.amazon.com/images/P/0590471015.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590471015.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590471015.01.LZZZZZZZ.jpg
0525937927,Mortal Fear,Greg Iles,1997,Dutton Books,http://images.amazon.com/images/P/0525937927.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525937927.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525937927.01.LZZZZZZZ.jpg
0451519949,Call of the Wild,Jack London,1978,Signet Book,http://images.amazon.com/images/P/0451519949.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451519949.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451519949.01.LZZZZZZZ.jpg
0684800357,STONES FROM THE RIVER,Ursula Hegi,1995,Scribner,http://images.amazon.com/images/P/0684800357.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684800357.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684800357.01.LZZZZZZZ.jpg
0141803053,Scarlet Feather,Maeve Binchy,2001,Penguin Audiobooks,http://images.amazon.com/images/P/0141803053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141803053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141803053.01.LZZZZZZZ.jpg
0375402896,N Is for Noose,Sue Grafton,1998,Random House Audio,http://images.amazon.com/images/P/0375402896.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375402896.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375402896.01.LZZZZZZZ.jpg
0553479024,False Memory,DEAN KOONTZ,1999,Random House Audio,http://images.amazon.com/images/P/0553479024.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553479024.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553479024.01.LZZZZZZZ.jpg
0446322059,Dark Paradise,Mary S. Craig,1986,Warner Books,http://images.amazon.com/images/P/0446322059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446322059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446322059.01.LZZZZZZZ.jpg
1569873925,The Secret Garden,Frances Hodgson Burnett,0,Landoll,http://images.amazon.com/images/P/1569873925.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1569873925.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1569873925.01.LZZZZZZZ.jpg
0140259627,How Stella Got Her Groove Back,Terry McMillan,1997,Penguin Books Ltd,http://images.amazon.com/images/P/0140259627.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140259627.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140259627.01.LZZZZZZZ.jpg
0446612251,Back Roads,Susan Crandall,2003,Warner Forever,http://images.amazon.com/images/P/0446612251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612251.01.LZZZZZZZ.jpg
1594140979,Sanctuary,Sharon K. Garner,2004,Five Star (ME),http://images.amazon.com/images/P/1594140979.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1594140979.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1594140979.01.LZZZZZZZ.jpg
0397321651,The Secret Garden,Frances Hodgson Burnett,1998,HarperCollins,http://images.amazon.com/images/P/0397321651.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0397321651.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0397321651.01.LZZZZZZZ.jpg
0451139704,Cujo,Stephen King,1983,Signet Book,http://images.amazon.com/images/P/0451139704.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451139704.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451139704.01.LZZZZZZZ.jpg
0385495226,The Hot Zone,Richard Preston,1999,Anchor Pub,http://images.amazon.com/images/P/0385495226.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385495226.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385495226.01.LZZZZZZZ.jpg
0812523369,Pride and Prejudice,Jane Austen,1994,Tor Books,http://images.amazon.com/images/P/0812523369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812523369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812523369.01.LZZZZZZZ.jpg
